trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00731536,,Observational Study on the Occurrence of Hepatosplenic T-cell Lymphoma in Patients of Netherlands,https://www.clinicaltrials.gov/ct2/show/NCT00731536,,Completed,4/1/2010
NCT00731861,,"Phase I, Pharmacokinetic, Pharmacodynamic Trial of PTK787 and Paclitaxel in Combination for Advanced Solid Tumors",https://www.clinicaltrials.gov/ct2/show/NCT00731861,Phase 1,Completed,8/1/2010
NCT00733408,,Nab-Paclitaxel and Bevacizumab Followed By Bevacizumab and Erlotinib in Metastatic Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00733408,Phase 2,Completed,9/28/2017
NCT00735189,,Does Anticoagulant Control Change Following Referral Back to the Primary Care Physician?,https://www.clinicaltrials.gov/ct2/show/NCT00735189,Phase 4,Completed,4/1/2010
NCT00736008,,Thrombophilic Risk Factors in Pediatric Patients Diagnosed at the Ha'Emek Medical Center,https://www.clinicaltrials.gov/ct2/show/NCT00736008,,Completed,8/1/2009
NCT00736866,ACT,The Acetylcysteine for Contrast-Induced Nephropathy Trial,https://www.clinicaltrials.gov/ct2/show/NCT00736866,Phase 3,Completed,7/1/2010
NCT00740519,SOLVE™,Observational Study on Safety of Self-titration of Once Daily Levemir®,https://www.clinicaltrials.gov/ct2/show/NCT00740519,,Completed,3/1/2011
NCT00747604,,IGFD Registry: A Patient Registry for Monitoring Long-term Safety and Efficacy of Increlex,https://www.clinicaltrials.gov/ct2/show/NCT00747604,,Terminated,5/1/2014
NCT00748358,PROSUT,An Open-label Phase II Study With SUTENT in Patients Suffering From Hormone Refractory Prostate Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00748358,Phase 2,Completed,4/1/2011
NCT00749125,,fMRI Studies of Emotional Brain Circuitry in People With Major Depression,https://www.clinicaltrials.gov/ct2/show/NCT00749125,Not Applicable,Completed,6/1/2008
NCT00749788,,Efficacy and Safety Study of JTT-302 in Subjects With Low HDL-C Levels,https://www.clinicaltrials.gov/ct2/show/NCT00749788,Phase 2,Completed,2/1/2008
NCT00749853,,Efficacy of Ovarian Stimulation Based on FSHR Genotype Status,https://www.clinicaltrials.gov/ct2/show/NCT00749853,Phase 3,Suspended,6/1/2015
NCT00750412,,An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department,https://www.clinicaltrials.gov/ct2/show/NCT00750412,Not Applicable,Completed,6/1/2010
NCT00751504,,Quetiapine in the Treatment of Psychotic Depression - a Pilot Study,https://www.clinicaltrials.gov/ct2/show/NCT00751504,Phase 3,Completed,7/1/2012
NCT00753558,,Selective Digestive Decontamination in Carriers of Carbapenem-resistant Klebsiella Pneumoniae,https://www.clinicaltrials.gov/ct2/show/NCT00753558,Not Applicable,Completed,7/1/2010
NCT00754000,AIM,The AIM Study: Assessing the Impact of Margin Reduction,https://www.clinicaltrials.gov/ct2/show/NCT00754000,,Completed,9/1/2009
NCT00759213,,Discharge Planning Assessment of Family Needs,https://www.clinicaltrials.gov/ct2/show/NCT00759213,,Completed,9/1/2009
NCT00764023,,"A Multi-Center Protocol for Obtaining and Storing Human Samples for Immediate or Future Microbial, Immune, or Host-Microbe Scientific Study",https://www.clinicaltrials.gov/ct2/show/NCT00764023,,Completed,1/1/2013
NCT00765674,,Efficacy and Safety of Aliskiren/Amlodipine/Hydrochlorothiazide in Patients With Moderate-severe Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00765674,Phase 3,Completed,8/1/2009
NCT00771888,LOCKCYST-ext,Open-Label Extension of LOCKCYST Trial,https://www.clinicaltrials.gov/ct2/show/NCT00771888,Phase 2|Phase 3,Unknown status,8/1/2009
NCT00773084,ARID-HF,Aliskiren and Renin Inhibition in Diastolic Heart Failure,https://www.clinicaltrials.gov/ct2/show/NCT00773084,Not Applicable,Withdrawn,8/1/2009
NCT00778310,,Neuroimaging of the Effects of Concerta in the Treatment of ADHD,https://www.clinicaltrials.gov/ct2/show/NCT00778310,Phase 4,Completed,12/1/2010
NCT00779701,,Strict Glycemic Control by Insulin Infusion:Observations on Emergency Department Initiation,https://www.clinicaltrials.gov/ct2/show/NCT00779701,Phase 4,Completed,10/1/2009
NCT00782886,,Evaluation of Image-Guided Liver Surgical System for Resection of Liver Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00782886,,Completed,11/1/2010
NCT00785876,,Implementation of the Low Risk Ankle Rule,https://www.clinicaltrials.gov/ct2/show/NCT00785876,Not Applicable,Completed,11/1/2011
NCT00788359,,Cystic Fibrosis Foundation (CFF) Biomarkers of Exacerbation,https://www.clinicaltrials.gov/ct2/show/NCT00788359,,Completed,7/1/2014
NCT00788489,PETLAB,"A Prospective Study to Evaluate FDG-PET, Breast MRI, and Breast Ultrasonography in Monitoring Tumour Responses in Patients With Locally Advanced Breast Cancer (LABC) Undergoing Neoadjuvant Chemotherapy",https://www.clinicaltrials.gov/ct2/show/NCT00788489,,Completed,4/1/2010
NCT00794066,PARIS,Peripheral Arteriopathy Rate In Stroke,https://www.clinicaltrials.gov/ct2/show/NCT00794066,,Completed,10/23/2017
NCT00794729,,Evaluating the Quality of Different Methods of Obtaining Informed Consent,https://www.clinicaltrials.gov/ct2/show/NCT00794729,,Completed,9/14/2011
NCT00796822,,Evaluating the Effectiveness of Pentoxifylline at Improving Blood Vessel Function in HIV-infected People Not Receiving Antiretroviral Medications,https://www.clinicaltrials.gov/ct2/show/NCT00796822,Phase 2,Completed,10/1/2011
NCT00802763,,Performance Proof of the New NORMA-SENSE,https://www.clinicaltrials.gov/ct2/show/NCT00802763,,Unknown status,8/1/2009
NCT00803491,,Health Related Quality of Life After a Self-promoting Learning Program for People With Rheumatic Diseases,https://www.clinicaltrials.gov/ct2/show/NCT00803491,Not Applicable,Unknown status,2/1/2013
NCT00804310,UCDCC#207,Lapatinib and Ixabepilone in Treating Patients With Advanced Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00804310,Phase 1,Terminated,9/1/2011
NCT00811486,,Body Volume Regulation in Pulmonary Arterial Hypertension With Right Ventricular Failure,https://www.clinicaltrials.gov/ct2/show/NCT00811486,Not Applicable,Withdrawn,12/1/2010
NCT00812539,,Diabetes Connect: Patients and Providers Use of a Secure Website for Blood Glucose Monitoring in Type-2 Diabetes,https://www.clinicaltrials.gov/ct2/show/NCT00812539,Not Applicable,Completed,10/1/2009
NCT00813995,,A Study to Test the Safety and Efficacy of Adding Sitagliptin in Patients With Type 2 Diabetes Mellitus (MK0431-074),https://www.clinicaltrials.gov/ct2/show/NCT00813995,Phase 3,Completed,8/9/2010
NCT00814021,,Sunitinib in Treating Patients With Kidney Cancer That Has Spread to the Brain,https://www.clinicaltrials.gov/ct2/show/NCT00814021,Phase 2,Completed,3/1/2011
NCT00815048,RAIN,Remifentanil and Atropine for Intubation in Neonates,https://www.clinicaltrials.gov/ct2/show/NCT00815048,Phase 4,Completed,2/1/2008
NCT00816101,,Efficacy Study of a New Antimicrobial Wound Dressing to Treat Wounds Caused by Curettage and Electrodesiccation,https://www.clinicaltrials.gov/ct2/show/NCT00816101,Phase 2,Completed,10/1/2008
NCT00817232,,Effectiveness of Microcurrent for Treatment of Tennis Elbow,https://www.clinicaltrials.gov/ct2/show/NCT00817232,Phase 2|Phase 3,Completed,12/1/2009
NCT00819338,,The Effect of n-3 Polyunsaturated Fatty Acid Supplements in Patients With Non-alcoholic Fatty Liver Disease,https://www.clinicaltrials.gov/ct2/show/NCT00819338,Phase 2,Completed,3/1/2010
NCT00819702,SEEK,A Safe Environment for Every Kid (SEEK): A Model for Primary Care,https://www.clinicaltrials.gov/ct2/show/NCT00819702,Not Applicable,Completed,5/1/2010
NCT00823316,,Safety and Efficacy Study of Umbilical Cord Blood-Drived Mesenchymal Stem Cells to Promote Engraftment of Unrelated Hematopoietic Stem Cell Transplantation,https://www.clinicaltrials.gov/ct2/show/NCT00823316,Phase 1|Phase 2,Completed,2/1/2010
NCT00824707,,Efficacy and Significance of Antiviral Therapy for Unresectable Hepatitis B Virus-related Primary Liver Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00824707,Not Applicable,Completed,12/1/2010
NCT00828139,,S0802 - Topotecan With or Without Aflibercept in Treating Patients With Extensive-Stage Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00828139,Phase 2,Completed,9/1/2012
NCT00828854,,Study of the Effect of the Addition of SNDX-275 (Entinostat) to Continued Aromatase Inhibitor (AI) Therapy in Postmenopausal Women With ER+ Breast Cancer Whose Disease is Progressing,https://www.clinicaltrials.gov/ct2/show/NCT00828854,Phase 2,Completed,11/24/2009
NCT00832351,AKEMIS,Akershus Early Mobilisation in Stroke Study,https://www.clinicaltrials.gov/ct2/show/NCT00832351,Not Applicable,Completed,5/1/2010
NCT00834405,,"Leflunomide 20 mg Tablets, Non-Fasting",https://www.clinicaltrials.gov/ct2/show/NCT00834405,Phase 1,Completed,5/1/2002
NCT00834860,,Peginterferon Plus Ribavirin for Hepatitis C Patients Concomitant With Hepatocellular Carcinoma,https://www.clinicaltrials.gov/ct2/show/NCT00834860,Phase 4,Unknown status,2/1/2010
NCT00837122,,Genetics of Type 2 Diabetes in West Africans,https://www.clinicaltrials.gov/ct2/show/NCT00837122,,Recruiting,
NCT00837967,,Study to Investigate the Safety and Efficacy of High Dose of Symbicort® SMART in Japanese Patients,https://www.clinicaltrials.gov/ct2/show/NCT00837967,Phase 3,Completed,7/1/2009
NCT00839241,,"A Clinical Study to Investigate if Transfusion of Patients Own Shed Blood Improves the Immunological Status in Comparison to Transfusion of Donor Blood (""Bank Blood"")",https://www.clinicaltrials.gov/ct2/show/NCT00839241,Not Applicable,Completed,6/1/2009
NCT00839267,,Clopidogrel Efficacy and Acute Coronary Syndromes,https://www.clinicaltrials.gov/ct2/show/NCT00839267,,Completed,12/1/2008
NCT00848367,,Binge Eating Disorder Treatment Study,https://www.clinicaltrials.gov/ct2/show/NCT00848367,Not Applicable,Completed,12/1/2011
NCT00850733,,516-BOTOX Urinary Incontinence Detrusor,https://www.clinicaltrials.gov/ct2/show/NCT00850733,,Completed,9/1/2009
NCT00851110,,Adjuvant Breast Cancer Study of the Netherlands Working Party for Autotransplantation in Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00851110,Phase 2,Terminated,
NCT00855205,RIPS,Rituximab for Pulmonary Sarcoidosis,https://www.clinicaltrials.gov/ct2/show/NCT00855205,Phase 2,Completed,12/1/2012
NCT00856427,,Implantation of Markers for the Radiotherapy of Lung Cancer Patients,https://www.clinicaltrials.gov/ct2/show/NCT00856427,Phase 1,Terminated,8/1/2012
NCT00857194,,Cardiovascular Disease Study,https://www.clinicaltrials.gov/ct2/show/NCT00857194,,Completed,6/21/2017
NCT00861549,,"Bioavailability, Pharmacokinetics and Safety Evaluation of Phencynonate Hydrochloride in Healthy Volunteers",https://www.clinicaltrials.gov/ct2/show/NCT00861549,Phase 1,Completed,1/1/2010
NCT00863265,Phyteaux-III,"Phytosterols, Ezetimibe, and Cholesterol Metabolism",https://www.clinicaltrials.gov/ct2/show/NCT00863265,Early Phase 1,Completed,2/1/2010
NCT00866047,,A Phase 2 Open Label Trial of Brentuximab Vedotin (SGN-35) for Systemic Anaplastic Large Cell Lymphoma,https://www.clinicaltrials.gov/ct2/show/NCT00866047,Phase 2,Completed,6/1/2016
NCT00871325,,Effect of TU-100 on Gastrointestinal and Colonic Transit in Humans,https://www.clinicaltrials.gov/ct2/show/NCT00871325,Phase 1|Phase 2,Completed,1/1/2010
NCT00873665,,Erectile Dysfunction Study,https://www.clinicaltrials.gov/ct2/show/NCT00873665,Not Applicable,Completed,3/1/2013
NCT00874185,TIERRA,Satisfaction With Phosphodiesterase 5 Inhibitors Treatment In Patients With Cardiovascular Risk,https://www.clinicaltrials.gov/ct2/show/NCT00874185,,Completed,5/1/2008
NCT00875797,,Enteral Versus Parenteral Glutamine Supplement,https://www.clinicaltrials.gov/ct2/show/NCT00875797,Phase 4,Terminated,3/1/2009
NCT00879450,,Evaluating the Impact of a New Complement to Physiotherapy Intervention for Positional Torticollis in Infants,https://www.clinicaltrials.gov/ct2/show/NCT00879450,Not Applicable,Terminated,7/1/2011
NCT00881322,,A Study on Intestinal Gas Symptoms to Evaluate the Effects of Gas Defense in Otherwise Healthy Adult,https://www.clinicaltrials.gov/ct2/show/NCT00881322,Not Applicable,Completed,9/1/2008
NCT00886730,Psychobabble,Primary Care Patients With Depression for Internet-Based Social Support,https://www.clinicaltrials.gov/ct2/show/NCT00886730,Phase 1|Phase 2,Completed,5/1/2011
NCT00886990,,Efficacy and Safety of Single Versus Double Ritonavir-boosted Protease Inhibitor (PI)-Based Antiretroviral Therapy (ART) Regimens,https://www.clinicaltrials.gov/ct2/show/NCT00886990,,Completed,4/1/2009
NCT00887835,,A Post-Market Study of Transfacet Lumbar Spine Fixation and Fusion Utilizing the PERPOS™ PLS System,https://www.clinicaltrials.gov/ct2/show/NCT00887835,Not Applicable,Withdrawn,
NCT00888953,EMERCOIR,Nursing Homes Study of Fall Risk Assessment Oriented to Intervention,https://www.clinicaltrials.gov/ct2/show/NCT00888953,Not Applicable,Completed,4/1/2012
NCT00889291,PPS,HeRO Vascular Access Device Post Market Procedural Survey Protocol,https://www.clinicaltrials.gov/ct2/show/NCT00889291,,Completed,1/1/2009
NCT00889616,,"Phase I Study of the Safety and Immunogenicity of BSAM-2/Alhydrogel +CPG 7909, an Asexual Blood Stage Vaccine for Plasmodium Falciparum Malaria in Adults in the US and Mali",https://www.clinicaltrials.gov/ct2/show/NCT00889616,Phase 1,Completed,7/18/2012
NCT00895011,,Research Evaluating an Investigational Medication for Erectile Dysfunction - Post-Prostatectomy,https://www.clinicaltrials.gov/ct2/show/NCT00895011,Phase 3,Completed,4/1/2011
NCT00899951,,Studying Fentanyl in Patients With Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00899951,,Terminated,7/1/2009
NCT00900900,DHEA,"The Effects of One-Time Pregnenolone, Dehydroepiandrosterone (DHEA), or Placebo Administration On Withdrawal Symptoms, Mood, Craving And Cigarette Evaluation Ratings In Male Smokers",https://www.clinicaltrials.gov/ct2/show/NCT00900900,Phase 2,Completed,3/1/2011
NCT00902603,RESPIRE,Ventavis® Registry Protocol,https://www.clinicaltrials.gov/ct2/show/NCT00902603,,Terminated,2/1/2014
NCT00904150,,Study of the Molecular Genetics of Menstrual Migraine,https://www.clinicaltrials.gov/ct2/show/NCT00904150,,Completed,8/1/2013
NCT00905658,,Nutritional Supplements in Improving Quality of Life During First-Line Chemotherapy in Patients With Metastatic Gynecological Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00905658,Phase 2,Unknown status,
NCT00905944,,Exercise in Patients With a Biventricular Pacemaker,https://www.clinicaltrials.gov/ct2/show/NCT00905944,Phase 2|Phase 3,Unknown status,12/1/2009
NCT00906425,,Clinical Study Comparing Submerged Versus Trans-mucosal Healing of P.004 Implants in the Anterior Mandible and Maxilla,https://www.clinicaltrials.gov/ct2/show/NCT00906425,Not Applicable,Completed,10/1/2013
NCT00910039,,Sunitinib Malate After Stereotactic Radiosurgery in Treating Patients With Newly Diagnosed Brain Metastases,https://www.clinicaltrials.gov/ct2/show/NCT00910039,Phase 2,Terminated,4/1/2014
NCT00913861,,Non-pharmacological Intervention for Colonoscopy,https://www.clinicaltrials.gov/ct2/show/NCT00913861,Not Applicable,Terminated,12/1/2014
NCT00913939,,High-Dose-Rate Brachytherapy,https://www.clinicaltrials.gov/ct2/show/NCT00913939,Not Applicable,Recruiting,5/1/2025
NCT00914056,,A Study of Controlled Lactulose Withdrawal,https://www.clinicaltrials.gov/ct2/show/NCT00914056,Not Applicable,Completed,5/1/2012
NCT00915382,,Trial of 3-weekly Versus 5-weekly Schedule of S-1 Plus Cisplatin in Gastric Cancer: SOS,https://www.clinicaltrials.gov/ct2/show/NCT00915382,Phase 3,Completed,5/1/2013
NCT00918944,,Electronic Health Record (EHR) Decision Support to Improve Outpatient Asthma Care,https://www.clinicaltrials.gov/ct2/show/NCT00918944,Not Applicable,Completed,8/1/2009
NCT00922701,,L-Carnitine in Peritoneal Dialysis,https://www.clinicaltrials.gov/ct2/show/NCT00922701,Phase 2,Completed,12/1/2004
NCT00924053,,"Safety, Tolerability and Pharmacokinetics Study of EGT0001474 in Subjects With Type 2 Diabetes",https://www.clinicaltrials.gov/ct2/show/NCT00924053,Phase 1,Completed,7/1/2009
NCT00925093,,Study of Antibiotics in Cerebrospinal Fluid Following Intravenous Injection,https://www.clinicaltrials.gov/ct2/show/NCT00925093,Phase 1,Withdrawn,12/1/2013
NCT00926991,,Chest Wall Repair of Rib Fractures After Trauma,https://www.clinicaltrials.gov/ct2/show/NCT00926991,,Completed,9/1/2010
NCT00931697,,"Study to Investigate the Safety, Tolerability and Pharmacokinetics of AD 452 [(+)-Mefloquine] Compared With Racemic Mefloquine",https://www.clinicaltrials.gov/ct2/show/NCT00931697,Phase 1,Completed,11/1/2009
NCT00932737,,(Hyoscine Butylbromide) for Abdominal Pain Associated With Cramping on Demand Basis,https://www.clinicaltrials.gov/ct2/show/NCT00932737,Phase 2,Completed,2/8/2010
NCT00933634,,Efficacy and Safety of Electrical Versus Pharmacological Cardioversion in Early Atrial Fibrillation,https://www.clinicaltrials.gov/ct2/show/NCT00933634,Not Applicable,Completed,11/1/2008
NCT00935441,,Effect of Case-Management Using Home Monitoring on Diabetes and Blood Pressure Outcomes,https://www.clinicaltrials.gov/ct2/show/NCT00935441,Not Applicable,Completed,9/1/2011
NCT00936312,,Females With Severe or Moderate Hemophilia A or B: an International Multi-center Study,https://www.clinicaltrials.gov/ct2/show/NCT00936312,,Completed,8/1/2011
NCT00945243,,Clinical Outcomes Study Evaluating the Zero-P PEEK,https://www.clinicaltrials.gov/ct2/show/NCT00945243,Not Applicable,Terminated,12/1/2011
NCT00947336,,Evaluation of Safety & Efficacy of Synbiotic on the Incidence and Recurrence of Spontaneous Bacterial Peritonitis (SBP) in Cirrhotics,https://www.clinicaltrials.gov/ct2/show/NCT00947336,Phase 3,Completed,4/1/2008
NCT00949806,SOXIS,Restless Legs Syndrome Treatment With Botulinum Toxin,https://www.clinicaltrials.gov/ct2/show/NCT00949806,Phase 2,Completed,11/1/2011
NCT00951223,REACHSVR,"Observational Prospective Registry of the Efficacy, Safety, and Adherence to Infergen® in Patients Infected With Hep C",https://www.clinicaltrials.gov/ct2/show/NCT00951223,,Withdrawn,4/1/2011
